"datetime"	"wtr_0.5"	"wtr_1.0"	"wtr_1.5"	"wtr_2.0"	"wtr_2.5"	"wtr_3.0"	"wtr_3.5"	"wtr_4.0"	"wtr_4.5"	"wtr_5.0"	"wtr_6.0"
"2024-06-02 18:00:00"	22.1186666666667	20.0785454545455	19.4346363636364	18.9500909090909	17.7120909090909	15.5278181818182	13.1747272727273	11.0333636363636	9.26313636363636	8.22217272727273	6.73463636363636
"2024-06-02 19:00:00"	22.2613333333333	20.1070833333333	19.4730833333333	18.87675	17.8103333333333	15.632	12.9889166666667	11.145	9.58255833333333	8.24671666666667	6.63365
"2024-06-02 20:00:00"	22.20325	20.1156666666667	19.4481666666667	18.933	17.8383333333333	15.5341666666667	13.0890833333333	11.1899166666667	9.36580833333333	8.24206666666667	6.74753333333333
"2024-06-02 21:00:00"	22.1971666666667	20.0801666666667	19.43875	18.9159166666667	17.8455833333333	15.47275	13.1361666666667	11.19575	9.36605833333333	8.21504166666667	6.65459166666667
"2024-06-02 22:00:00"	22.0558333333333	20.118	19.4539166666667	18.9285	17.7450833333333	15.5464166666667	13.1743333333333	10.9519166666667	9.42378333333333	8.39145	6.581425
"2024-06-02 23:00:00"	21.7985833333333	20.1161666666667	19.4600833333333	18.8835833333333	17.8086666666667	15.5953333333333	12.98075	11.1471666666667	9.55631666666667	8.06135	6.71735
"2024-06-03 00:00:00"	21.5994545454545	20.11	19.455	18.9382727272727	17.7585454545455	15.5032727272727	13.1282727272727	11.1719090909091	9.30102727272727	8.22101818181818	6.74259090909091
"2024-06-03 01:00:00"	21.3979166666667	20.1096666666667	19.4276666666667	18.8806666666667	17.8170833333333	15.4798333333333	13.1316666666667	11.0995	9.44535833333333	8.252675	6.65089166666667
"2024-06-03 02:00:00"	21.1735833333333	20.10625	19.4595833333333	18.9335	17.7595	15.5321666666667	13.0439166666667	11.0645	9.430475	8.30175	6.64535833333333
"2024-06-03 03:00:00"	20.9625	20.09075	19.4433333333333	18.8914166666667	17.7754166666667	15.5273333333333	13.1023333333333	11.14525	9.403	8.212825	6.65111666666667
"2024-06-03 04:00:00"	20.8043333333333	20.0855	19.443	18.8850833333333	17.7485	15.5529166666667	13.0649166666667	11.1086666666667	9.369525	8.21029166666667	6.630575
"2024-06-03 05:00:00"	20.617	20.0365	19.4303333333333	18.911	17.8186666666667	15.4295	13.07825	11.1284166666667	9.43308333333333	8.18485833333333	6.65974166666667
"2024-06-03 06:00:00"	20.37875	20.1340833333333	19.4404166666667	18.8814166666667	17.72025	15.57625	13.1203333333333	11.0600833333333	9.412775	8.3339	6.64245
"2024-06-03 07:00:00"	20.1244166666667	20.1038333333333	19.4335	18.905	17.8035833333333	15.5398333333333	13.1288333333333	11.1280833333333	9.40376666666667	8.214625	6.679025
"2024-06-03 08:00:00"	19.9055	19.909	19.4130833333333	18.9336666666667	17.85775	15.5396666666667	13.09825	11.1716666666667	9.489175	8.175425	6.66444166666667
"2024-06-03 09:00:00"	19.8363333333333	19.8333333333333	19.49575	18.9435833333333	17.7624166666667	15.6083333333333	13.1838333333333	11.1315833333333	9.43975833333333	8.30799166666667	6.73125
"2024-06-03 10:00:00"	19.9544166666667	19.8868333333333	19.5640833333333	18.9534166666667	17.77675	15.6624166666667	13.15075	11.1295833333333	9.487625	8.37855	6.619425
"2024-06-03 11:00:00"	20.0714166666667	19.937	19.5715	18.9704166666667	17.9265	15.5196666666667	13.1838333333333	11.3115833333333	9.45135833333333	8.18664166666667	6.68170833333333
"2024-06-03 12:00:00"	20.1339166666667	19.9696666666667	19.5755833333333	19.012	17.8663333333333	15.6381666666667	13.258	11.14175	9.49175833333333	8.28528333333333	6.71275833333333
